	smiles	name	combined_p	p	generation	confirmed	data_origin	rank
0	Nc1nccn2c(C3CCCN3)nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c12	TP_Aca_1	0.4	0.4	1	False	BBD	2.0
1	CC#CC(=O)O	TP_Aca_2	0.4	0.4	1	False	BBD	3.0
2	CC=CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12	TP_Aca_3	0.3	0.3	1	False	BBD	4.0
3	Nc1ccccn1	TP_Aca_4	0.12	0.1	2	False	BBD	5.0
4	Nc1nccn2c(C3CCCN3)nc(-c3ccc(C(=O)O)cc3)c12	TP_Aca_5	0.12	0.3	2	False	BBD	6.0
5	CC=CC(=O)O	TP_Aca_6	0.12	0.3	2	False	BBD	7.0
6	CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)O)cc2)c2c(N)nccn12	TP_Aca_7	0.1	0.1	1	False	BBD	8.0
7	CC=CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)O)cc2)c2c(N)nccn12	TP_Aca_8	0.03	0.1	2	False	BBD	9.0
8	NCCCC(=O)c1nc(-c2ccc(C(=O)O)cc2)c2c(N)nccn12	TP_Aca_9	0.012	0.1	3	False	BBD	10.0
9	Nc1nccn2c(C(N)CCC=O)nc(-c3ccc(C(=O)O)cc3)c12	TP_Aca_10	0.012	0.1	3	False	BBD	11.0
10	Nc1nccn2c(C(N)CCC(=O)O)nc(-c3ccc(C(=O)O)cc3)c12	TP_Aca_11	0.0036	0.3	4	False	BBD	12.0
11	Nc1nccn2c(C(N)CCC=O)nc(-c3ccccc3)c12	TP_Aca_12	0.0024000000000000002	0.2	4	False	BBD	13.0
12	NCCCC(=O)c1nc(-c2ccccc2)c2c(N)nccn12	TP_Aca_13	0.0012000000000000001	0.1	4	False	BBD	14.0
13	Nc1nccn2c(C(=O)CCC=O)nc(-c3ccc(C(=O)O)cc3)c12	TP_Aca_14	0.0012000000000000001	0.0	4	False	BBD	15.0
14	N	TP_Aca_15	0.0012000000000000001	0.0	4	False	BBD	16.0
15	Nc1nccn2c(C(N)CCC(=O)O)nc(-c3ccccc3)c12	TP_Aca_16	0.00072	0.1	5	False	BBD	17.0
16	Nc1nccn2c(C(=O)CCC=O)nc(-c3ccccc3)c12	TP_Aca_17	0.00048000000000000007	0.2	5	False	BBD	18.0
17	Nc1nccn2c(C(=O)CCC(=O)O)nc(-c3ccc(C(=O)O)cc3)c12	TP_Aca_18	0.00036	0.1	5	False	BBD	19.0
18	Nc1nccn2c(C(=O)CCC(=O)O)nc(-c3ccccc3)c12	TP_Aca_19	0.000144	0.2	6	False	BBD	20.0
19	CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccc(O)c(O)n3)cc2)c2c(N)nccn12	TP_Aca_20	0.0	0.0	1	False	BBD	21.0
20	CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)c(O)c2O)c2c(N)nccn12	TP_Aca_21	0.0	0.0	1	False	BBD	22.0
21	Nc1nccn2c(C3CCCN3)nc(-c3ccc(C(=O)Nc4ccccn4)c(O)c3O)c12	TP_Aca_22	0.0	0.0	2	False	BBD	23.0
22	Nc1nccn2c(C3CCCN3)nc(-c3ccc(C(=O)Nc4ccc(O)c(O)n4)cc3)c12	TP_Aca_23	0.0	0.0	2	False	BBD	24.0
23	NCCCC(=O)c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12	TP_Aca_24	0.0	0.0	2	False	BBD	25.0
24	Nc1nccn2c(C(N)CCC=O)nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c12	TP_Aca_25	0.0	0.0	2	False	BBD	26.0
25	CC=CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)c(O)c2O)c2c(N)nccn12	TP_Aca_26	0.0	0.0	2	False	BBD	27.0
26	CC=CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccc(O)c(O)n3)cc2)c2c(N)nccn12	TP_Aca_27	0.0	0.0	2	False	BBD	28.0
27	CCCC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12	TP_Aca_28	0.0	0.0	2	False	BBD	29.0
28	Nc1nccn2c(C3CCCN3C(=O)C=CCO)nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c12	TP_Aca_29	0.0	0.0	2	False	BBD	30.0
29	CC#CC(=O)N1CCCC1c1nc(-c2ccc(O)c(O)c2)c2c(N)nccn12	TP_Aca_30	0.0	0.0	2	False	BBD	31.0
30	CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)O)c(O)c2O)c2c(N)nccn12	TP_Aca_31	0.0	0.0	2	False	BBD	32.0
31	CC#CC(=O)N1CCCC1c1nc(-c2ccccc2)c2c(N)nccn12	TP_Aca_32	0.0	0.0	2	False	BBD	33.0
32	Nc1ccc(O)c(O)n1	TP_Aca_33	0.0	0.0	3	False	BBD	34.0
33	Nc1nccn2c(C3CCCN3)nc(-c3ccc(O)c(O)c3)c12	TP_Aca_34	0.0	0.0	3	False	BBD	35.0
34	Nc1nccn2c(C3CCCN3)nc(-c3ccc(C(=O)O)c(O)c3O)c12	TP_Aca_35	0.0	0.0	3	False	BBD	36.0
35	Nc1nccn2c(C3CCCN3)nc(-c3ccccc3)c12	TP_Aca_36	0.0	0.0	3	False	BBD	37.0
36	CC(O)CC(=O)O	TP_Aca_37	0.0	0.0	3	False	BBD	38.0
37	CCCC(=O)O	TP_Aca_38	0.0	0.0	3	False	BBD	39.0
38	O=C(O)C=CCO	TP_Aca_39	0.0	0.0	3	False	BBD	40.0
39	CC=CC(=O)N1CCCC1c1nc(-c2ccc(O)c(O)c2)c2c(N)nccn12	TP_Aca_40	0.0	0.0	3	False	BBD	41.0
40	CC=CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)O)c(O)c2O)c2c(N)nccn12	TP_Aca_41	0.0	0.0	3	False	BBD	42.0
41	CC=CC(=O)N1CCCC1c1nc(-c2ccccc2)c2c(N)nccn12	TP_Aca_42	0.0	0.0	3	False	BBD	43.0
42	CCCC(=O)N1CCCC1c1nc(-c2ccc(C(=O)O)cc2)c2c(N)nccn12	TP_Aca_43	0.0	0.0	3	False	BBD	44.0
43	Nc1nccn2c(C3CCCN3C(=O)C=CCO)nc(-c3ccc(C(=O)O)cc3)c12	TP_Aca_44	0.0	0.0	3	False	BBD	45.0
44	NCCCC(=O)c1nc(-c2ccc(O)c(O)c2)c2c(N)nccn12	TP_Aca_45	0.0	0.0	4	False	BBD	46.0
45	NCCCC(=O)c1nc(-c2ccc(C(=O)O)c(O)c2O)c2c(N)nccn12	TP_Aca_46	0.0	0.0	4	False	BBD	47.0
46	NCCC(O)C(=O)c1nc(-c2ccc(C(=O)O)cc2)c2c(N)nccn12	TP_Aca_47	0.0	0.0	4	False	BBD	48.0
47	NCC(O)CC(=O)c1nc(-c2ccc(C(=O)O)cc2)c2c(N)nccn12	TP_Aca_48	0.0	0.0	4	False	BBD	49.0
48	Nc1nccn2c(C(N)CCC=O)nc(-c3ccc(O)c(O)c3)c12	TP_Aca_49	0.0	0.0	4	False	BBD	50.0
49	Nc1nccn2c(C(N)CCC=O)nc(-c3ccc(C(=O)O)c(O)c3O)c12	TP_Aca_50	0.0	0.0	4	False	BBD	51.0
50	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)ccc1OC	TP_Ali_1	1.0	1.0	1	False	BBD	2.0
51	CC(C)(CN)C(N)=O	TP_Ali_2	0.6	0.6	1	False	BBD	3.0
52	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)O)C(C)C)C(C)C)ccc1OC	TP_Ali_3	0.6	0.6	1	False	BBD	4.0
53	CC(C)(CN)C(=O)O	TP_Ali_4	0.6	0.6	2	False	BBD	5.0
54	COc1ccc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)cc1OCCC=O	TP_Ali_5	0.3	0.3	1	False	BBD	6.0
55	COc1ccc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)cc1OCCCO	TP_Ali_6	0.3	0.3	1	False	BBD	7.0
56	C=O	TP_Ali_7	0.3	0.3	1	False	BBD	8.0
57	COCCC=O	TP_Ali_8	0.3	0.3	1	False	BBD	9.0
58	COc1ccc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)cc1O	TP_Ali_9	0.3	0.3	1	False	BBD	10.0
59	CO	TP_Ali_10	0.3	0.3	1	False	BBD	11.0
60	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1O	TP_Ali_11	0.3	0.3	1	False	BBD	12.0
61	COc1ccc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)cc1OCCCO	TP_Ali_12	0.3	0.3	2	False	BBD	13.0
62	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)ccc1O	TP_Ali_13	0.3	0.3	2	False	BBD	14.0
63	COc1ccc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)cc1O	TP_Ali_14	0.3	0.3	2	False	BBD	15.0
64	COc1ccc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)cc1OCCC=O	TP_Ali_15	0.3	0.3	2	False	BBD	16.0
65	COCCC(=O)O	TP_Ali_16	0.3	1.0	2	False	BBD	17.0
66	N	TP_Ali_17	0.3	0.0	3	False	BBD	18.0
67	CC(C)(C=O)C(=O)O	TP_Ali_18	0.3	0.0	3	False	BBD	19.0
68	CC(C)C=O	TP_Ali_19	0.3	1.0	4	False	BBD	20.0
69	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(CO)C(=O)O)C(C)C)C(C)C)ccc1OC	TP_Ali_20	0.2	0.2	2	False	BBD	21.0
70	COc1ccc(CC(CC(N)C(O)CC(C(=O)O)C(C)C)C(C)C)cc1OCCC=O	TP_Ali_21	0.18	0.2	2	False	BBD	22.0
71	COc1ccc(CC(CC(N)C(O)CC(C(=O)O)C(C)C)C(C)C)cc1OCCCO	TP_Ali_22	0.18	0.2	2	False	BBD	23.0
72	COc1ccc(CC(CC(N)C(O)CC(C(=O)O)C(C)C)C(C)C)cc1O	TP_Ali_23	0.18	0.2	2	False	BBD	24.0
73	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)O)C(C)C)C(C)C)ccc1O	TP_Ali_24	0.18	0.2	2	False	BBD	25.0
74	CC(C)C(=O)O	TP_Ali_25	0.18	0.6	5	False	BBD	26.0
75	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C=O)C(=O)O)C(C)C)C(C)C)ccc1OC	TP_Ali_26	0.16000000000000003	0.8	3	False	BBD	27.0
76	COc1ccc(CC(CC(=O)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)cc1O	TP_Ali_27	0.15	0.5	2	False	BBD	28.0
77	COc1ccc(CC(CC(=O)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)cc1O	TP_Ali_28	0.15	0.5	3	False	BBD	29.0
78	COc1ccc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)cc1OCCC(=O)O	TP_Ali_29	0.15	0.5	3	False	BBD	30.0
79	O=CCC(=O)O	TP_Ali_30	0.15	0.5	3	False	BBD	31.0
80	O=C(O)CCO	TP_Ali_31	0.15	0.5	3	False	BBD	32.0
81	COc1ccc(CC(CC(=O)C(O)CC(C(=O)O)C(C)C)C(C)C)cc1O	TP_Ali_32	0.135	0.5	3	False	BBD	33.0
82	O=CCC=O	TP_Ali_33	0.12	0.3	2	False	BBD	34.0
83	O=CCCO	TP_Ali_34	0.12	0.2	2	False	BBD	35.0
84	COCCCOc1cc(CC(CC(=O)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1O	TP_Ali_35	0.12	0.4	2	False	BBD	36.0
85	COCCCOc1cc(CC(CC(=O)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)ccc1O	TP_Ali_36	0.12	0.4	3	False	BBD	37.0
86	CC(CN)(CO)C(=O)O	TP_Ali_37	0.12	0.1	3	False	BBD	38.0
87	COc1ccc(CC(CC(N)C(O)CC(C(=O)O)C(C)C)C(C)C)cc1OCCC(=O)O	TP_Ali_38	0.108	0.6	3	False	BBD	39.0
88	COCCCOc1cc(CC(CC(=O)C(O)CC(C(=O)O)C(C)C)C(C)C)ccc1O	TP_Ali_39	0.108	0.4	3	False	BBD	40.0
89	COCCCOc1cc(CC(CC(N)C(=O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC	TP_Ali_40	0.1	0.1	1	False	BBD	41.0
90	COCCCOc1cc(CC(CC(N)C(=O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)ccc1OC	TP_Ali_41	0.1	0.0	2	False	BBD	42.0
91	CC(C=O)(CN)C(=O)O	TP_Ali_42	0.09600000000000002	0.6	4	False	BBD	43.0
92	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)C=O)C(C)C)C(C)C)ccc1OC	TP_Ali_43	0.09600000000000002	0.6	4	False	BBD	44.0
93	CC(C)C(Cc1ccc(O)c(OCCC=O)c1)CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C	TP_Ali_44	0.09	0.3	2	False	BBD	45.0
94	COc1ccc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)c(O)c1O	TP_Ali_45	0.09	0.3	2	False	BBD	46.0
95	CC(C)C(Cc1ccc(O)c(O)c1)CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C	TP_Ali_46	0.09	0.3	2	False	BBD	47.0
96	CC(C)C(Cc1ccc(O)c(OCCCO)c1)CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C	TP_Ali_47	0.09	0.2	2	False	BBD	48.0
97	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)cc(O)c1O	TP_Ali_48	0.09	0.3	2	False	BBD	49.0
98	CC(C)C(Cc1ccc(O)c(OCCCO)c1)CC(N)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C	TP_Ali_49	0.09	0.2	3	False	BBD	50.0
99	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(=O)O)C(C)C)C(C)C)cc(O)c1O	TP_Ali_50	0.09	0.3	3	False	BBD	51.0
100	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)O)C1c1ccccc1Cl	TP_Aml_1	0.7	0.7	1	False	BBD	2.0
101	COC(=O)C1=C(C)NC(COCCN)=C(C(=O)O)C1c1ccccc1Cl	TP_Aml_2	0.7	0.7	1	False	BBD	3.0
102	CO	TP_Aml_3	0.7	0.7	1	False	BBD	4.0
103	CCO	TP_Aml_4	0.7	0.7	1	False	BBD	5.0
104	C=O	TP_Aml_5	0.63	0.9	2	False	BBD	6.0
105	CC=O	TP_Aml_6	0.63	0.9	2	False	BBD	7.0
106	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)O)=C(COCCN)N1	TP_Aml_7	0.48999999999999994	0.7	2	False	BBD	8.0
107	CC(=O)O	TP_Aml_8	0.315	0.5	3	False	BBD	9.0
108	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)O)=C(C=O)N1	TP_Aml_9	0.24499999999999997	0.5	3	False	BBD	10.0
109	NCC=O	TP_Aml_10	0.24499999999999997	0.5	3	False	BBD	11.0
110	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)O)=C(CO)N1	TP_Aml_11	0.24499999999999997	0.5	3	False	BBD	12.0
111	NCCO	TP_Aml_12	0.24499999999999997	0.5	3	False	BBD	13.0
112	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)O)=C(C(=O)O)N1	TP_Aml_13	0.17149999999999996	0.7	4	False	BBD	14.0
113	NCC(=O)O	TP_Aml_14	0.12249999999999998	0.5	4	False	BBD	15.0
114	CCOC(=O)C1=C(COCC=O)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	TP_Aml_15	0.1	0.1	1	False	BBD	16.0
115	N	TP_Aml_16	0.1	0.1	1	False	BBD	17.0
116	O=CC=O	TP_Aml_17	0.07349999999999998	0.3	4	False	BBD	18.0
117	CCOC(=O)C1=C(COCC=O)NC(C)=C(C(=O)O)C1c1ccccc1Cl	TP_Aml_18	0.06999999999999999	0.1	2	False	BBD	19.0
118	COC(=O)C1=C(C)NC(COCC=O)=C(C(=O)O)C1c1ccccc1Cl	TP_Aml_19	0.06999999999999999	0.1	2	False	BBD	20.0
119	CCOC(=O)C1=C(COCC(=O)O)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	TP_Aml_20	0.06999999999999999	0.7	2	True	BBD	21.0
120	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)O)=C(COCC=O)N1	TP_Aml_21	0.048999999999999995	0.1	3	False	BBD	22.0
121	CCOC(=O)C1=C(COCC(=O)O)NC(C)=C(C(=O)O)C1c1ccccc1Cl	TP_Aml_22	0.048999999999999995	0.7	3	False	BBD	23.0
122	COC(=O)C1=C(C)NC(COCC(=O)O)=C(C(=O)O)C1c1ccccc1Cl	TP_Aml_23	0.048999999999999995	0.7	3	False	BBD	24.0
123	O=CC(=O)O	TP_Aml_24	0.03674999999999999	0.3	5	False	BBD	25.0
124	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)O)=C(COCC(=O)O)N1	TP_Aml_25	0.0343	0.7	4	False	BBD	26.0
125	O=CCO	TP_Aml_26	0.024499999999999997	0.0	4	False	BBD	27.0
126	O=C(O)CO	TP_Aml_27	0.01715	0.5	5	False	BBD	28.0
127	O=C(O)C(=O)O	TP_Aml_28	0.0036749999999999994	0.1	6	False	BBD	29.0
128	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1(O)c1ccccc1Cl	TP_Aml_29	0.0	0.0	1	False	BBD	30.0
129	CCOC(=O)C1C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	TP_Aml_30	0.0	0.0	1	False	BBD	31.0
130	CCOC(=O)C1=C(COCCN)NC(C)C(C(=O)OC)C1c1ccccc1Cl	TP_Aml_31	0.0	0.0	1	False	BBD	32.0
131	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1	TP_Aml_32	0.0	0.0	1	False	BBD	33.0
132	COC(=O)C1=C(C)NC(COCCN)=C(C(=O)OCCO)C1c1ccccc1Cl	TP_Aml_33	0.0	0.0	1	False	BBD	34.0
133	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)O)C1(O)c1ccccc1Cl	TP_Aml_34	0.0	0.0	2	False	BBD	35.0
134	CCOC(=O)C1C(COCCN)NC(C)=C(C(=O)O)C1c1ccccc1Cl	TP_Aml_35	0.0	0.0	2	False	BBD	36.0
135	CCOC(=O)C1=C(COCCN)NC(C)C(C(=O)O)C1c1ccccc1Cl	TP_Aml_36	0.0	0.0	2	False	BBD	37.0
136	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)O)C1c1ccccc1	TP_Aml_37	0.0	0.0	2	False	BBD	38.0
137	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)OCCO)=C(COCCN)N1	TP_Aml_38	0.0	0.0	2	False	BBD	39.0
138	COC(=O)C1=C(C)NC(COCCN)=C(C(=O)O)C1(O)c1ccccc1Cl	TP_Aml_39	0.0	0.0	2	False	BBD	40.0
139	COC(=O)C1C(C)NC(COCCN)=C(C(=O)O)C1c1ccccc1Cl	TP_Aml_40	0.0	0.0	2	False	BBD	41.0
140	COC(=O)C1=C(C)NC(COCCN)C(C(=O)O)C1c1ccccc1Cl	TP_Aml_41	0.0	0.0	2	False	BBD	42.0
141	COC(=O)C1=C(C)NC(COCCN)=C(C(=O)O)C1c1ccccc1	TP_Aml_42	0.0	0.0	2	False	BBD	43.0
142	CC1=C(C(=O)O)C(O)(c2ccccc2Cl)C(C(=O)O)=C(COCCN)N1	TP_Aml_43	0.0	0.0	3	False	BBD	44.0
143	CC1NC(COCCN)=C(C(=O)O)C(c2ccccc2Cl)C1C(=O)O	TP_Aml_44	0.0	0.0	3	False	BBD	45.0
144	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)O)C(COCCN)N1	TP_Aml_45	0.0	0.0	3	False	BBD	46.0
145	CC1=C(C(=O)O)C(c2ccccc2)C(C(=O)O)=C(COCCN)N1	TP_Aml_46	0.0	0.0	3	False	BBD	47.0
146	CC1=C(C(=O)O)C(O)(c2ccccc2Cl)C(C(=O)O)=C(C=O)N1	TP_Aml_47	0.0	0.0	4	False	BBD	48.0
147	CC1NC(C=O)=C(C(=O)O)C(c2ccccc2Cl)C1C(=O)O	TP_Aml_48	0.0	0.0	4	False	BBD	49.0
148	CC1=C(C(=O)O)C(c2ccccc2Cl)C(C(=O)O)C(C=O)N1	TP_Aml_49	0.0	0.0	4	False	BBD	50.0
149	CC1=C(C(=O)O)C(c2ccccc2)C(C(=O)O)=C(C=O)N1	TP_Aml_50	0.0	0.0	4	False	BBD	51.0
150	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)C)C(C)(C)C	TP_Ata_1	0.4	0.4	1	False	BBD	2.0
151	COC(=O)NC(C(=O)NN(Cc1ccc(-c2ccccn2)cc1)CC(O)C(Cc1ccccc1)NC(=O)C(N)C(C)(C)C)C(C)(C)C	TP_Ata_2	0.4	0.4	1	False	BBD	3.0
152	COC(=O)O	TP_Ata_3	0.4	0.4	1	False	BBD	4.0
153	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C	TP_Ata_4	0.2	0.2	1	False	BBD	5.0
154	CC(C)(C)C(N)C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)C	TP_Ata_5	0.16000000000000003	0.4	2	False	BBD	6.0
155	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)C)C(C)(C)C	TP_Ata_6	0.08000000000000002	0.2	2	False	BBD	7.0
156	COC(=O)NC(C(=O)NN(CC(=O)C(Cc1ccccc1)NC(=O)C(N)C(C)(C)C)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C	TP_Ata_7	0.08000000000000002	0.2	2	False	BBD	8.0
157	CC(C)(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)C	TP_Ata_8	0.03200000000000001	0.2	3	False	BBD	9.0
158	COC(=O)NC(C(=O)O)C(C)(C)C	TP_Ata_9	0.0	0.0	1	False	BBD	10.0
159	COC(=O)NC(C(=O)NN(Cc1ccc(-c2ccccn2)cc1)CC(O)C(N)Cc1ccccc1)C(C)(C)C	TP_Ata_10	0.0	0.0	1	False	BBD	11.0
160	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(N)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C	TP_Ata_11	0.0	0.0	1	False	BBD	12.0
161	COC(=O)NC(C(=O)NC(Cc1ccccc1)CC(O)N(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C	TP_Ata_12	0.0	0.0	1	False	BBD	13.0
162	COC(=O)NC(C(=O)NN(CCC(O)(Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C	TP_Ata_13	0.0	0.0	1	False	BBD	14.0
163	COC(=O)NC(C(=O)NC(C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(O)c1ccccc1)C(C)(C)C	TP_Ata_14	0.0	0.0	1	False	BBD	15.0
164	COC(=O)NC(C(=O)NN(Cc1ccc(-c2ccccn2)cc1)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)(C)CO)C(C)(C)C	TP_Ata_15	0.0	0.0	1	False	BBD	16.0
165	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)CO)C(C)(C)C	TP_Ata_16	0.0	0.0	1	False	BBD	17.0
166	COC(=O)NC(C(=O)NN(Cc1ccc(-c2ccccn2)cc1)CC(O)C(=O)Cc1ccccc1)C(C)(C)C	TP_Ata_17	0.0	0.0	1	False	BBD	18.0
167	COC(=O)NC(C(N)=O)C(C)(C)C	TP_Ata_18	0.0	0.0	1	False	BBD	19.0
168	CC(C)(C)C(N)C(=O)O	TP_Ata_19	0.0	0.0	2	False	BBD	20.0
169	CC(C)(C)C(N)C(=O)NN(Cc1ccc(-c2ccccn2)cc1)CC(O)C(N)Cc1ccccc1	TP_Ata_20	0.0	0.0	2	False	BBD	21.0
170	COC(=O)NC(C(=O)NC(Cc1ccccc1)CC(O)N(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)C)C(C)(C)C	TP_Ata_21	0.0	0.0	2	False	BBD	22.0
171	COC(=O)NC(C(=O)NC(O)(CCN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)C)Cc1ccccc1)C(C)(C)C	TP_Ata_22	0.0	0.0	2	False	BBD	23.0
172	COC(=O)NC(C(=O)NC(C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)C)C(O)c1ccccc1)C(C)(C)C	TP_Ata_23	0.0	0.0	2	False	BBD	24.0
173	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)CO)C(C)(C)C	TP_Ata_24	0.0	0.0	2	False	BBD	25.0
174	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(N)C(C)(C)C)C(C)(C)CO	TP_Ata_25	0.0	0.0	2	False	BBD	26.0
175	COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(=O)C(C)(C)C)C(C)(C)C	TP_Ata_26	0.0	0.0	2	False	BBD	27.0
176	N	TP_Ata_27	0.0	0.0	2	False	BBD	28.0
177	CC(C)(C)C(N)C(=O)NN(Cc1ccc(-c2ccccn2)cc1)CC(O)C(=O)Cc1ccccc1	TP_Ata_28	0.0	0.0	2	False	BBD	29.0
178	CC(C)(C)C(N)C(=O)NC(Cc1ccccc1)C(O)CN(N)Cc1ccc(-c2ccccn2)cc1	TP_Ata_29	0.0	0.0	2	False	BBD	30.0
179	COC(=O)NC(C(=O)NN(Cc1ccc(-c2ccccn2)cc1)C(O)CC(Cc1ccccc1)NC(=O)C(N)C(C)(C)C)C(C)(C)C	TP_Ata_30	0.0	0.0	2	False	BBD	31.0
